,Unnamed: 0,id,name,image,types,styles,latitude,longitude,isSpecialPin,rating,priceClass,address,hasOffer,city,isClubMember,slug,HasReservation,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8
0,0,2b34fe76-5a2a-4af5-ba40-8e63f5d164eb,ترنم (مشهد),https://2.fidilio.com/storage/images/thumbs/2b34fe76-5a2a-4af5-ba40-8e63f5d164eb_0.jpg,[1],['ایرانی'],36.2977867,59.59959,False,2.400000095367432,2,مشهد.خیابان دانشگاه بین دانشگاه 6 و 8,False,مشهد,False,radmashhad,False,1,0,0,0,0,0,0,0
1,1,0ca88ab2-9479-4432-b6c2-ae19fb1a1497,گشنیز,https://2.fidilio.com/storage/Images/thumbs/d804c3cf-71b9-4cee-bb51-c20d1c9b4d53.jpg,[1],"['پیتزایی', 'ساندویچی', 'برگر']",36.297966,59.585907,False,5.300000190734863,2, خیابان ابن سینا - بین پاستور و ابن سینا ۱۶,False,مشهد,False,geshniz_mashhad,False,1,0,0,0,0,0,0,0
2,2,fdee0044-9b18-40bc-bac9-bdccf9613a9a,پسران کریم(برج آلتون),https://2.fidilio.com/storage/images/thumbs/fdee0044-9b18-40bc-bac9-bdccf9613a9a_0.jpg,[1],['ایرانی'],36.2943344,59.59358,False,8.300000190734863,2,خیابان دانشگاه ، برج آلتون ,False,مشهد,False,pesarankarimborjealton,False,1,0,0,0,0,0,0,0
3,3,34c7304e-83cd-4f44-8aa4-29d38824dea5,شبهای لبنان,https://2.fidilio.com/storage/images/thumbs/34c7304e-83cd-4f44-8aa4-29d38824dea5_0.jpg,[1],['لبنانی'],36.2954254,59.6124,False,8.699999809265137,2,چهارراه شهدا، نبش بهجت 3,False,مشهد,False,lebnonnights-mashhad,False,1,0,0,0,0,0,0,0
4,4,e1bca96f-9984-46ee-b76c-d26603064f79,آس برگر,https://2.fidilio.com/storage/images/thumbs/e1bca96f-9984-46ee-b76c-d26603064f79_0.jpg,[1],['فست فود'],36.316433,59.57717,False,8.0,2, بلوار قاضی طباطبایی ، نبش قاضی طباطبایی 4,False,مشهد,False,aceburger-mashhad,False,1,0,0,0,0,0,0,0
5,5,0b6d23b3-c5fc-4489-8dd6-27847e95a14e,ارغوان,https://2.fidilio.com/storage/images/thumbs/0b6d23b3-c5fc-4489-8dd6-27847e95a14e_0.jpg,[1],"['کبابی', 'ایرانی']",36.30812,59.5736847,False,6.699999809265137,2,ابتدای بلوار شهید صادقی، بعد از میدان راهنمایی ، بلوار سازمان آب,False,مشهد,False,arghavanmashhad,False,1,0,0,0,0,0,0,0
6,6,eaf92ca1-9350-4243-9d28-9a93e51fe43b,نسیم لبنانی (مشهد),https://2.fidilio.com/storage/Images/thumbs/5e01fd1c-d289-421f-920f-db2f2e147ec2.jpg,[1],['عربی'],36.29186,59.6129532,False,6.0,2,"سه راه ادبیات، رو‌به‌روی جهاد دانشگاهی مشهد

",False,مشهد,False,nasimlobnani,False,1,0,0,0,0,0,0,0
7,7,86d93c44-ea32-4770-a8e5-d3a84e261fb7,معین درباری,https://2.fidilio.com/storage/images/thumbs/86d93c44-ea32-4770-a8e5-d3a84e261fb7_0.jpg,[1],['ایرانی'],36.2878876,59.5968552,False,5.300000190734863,2,خیابان پاسداران (جم) ، بین ۲ و ۴ ،  مقابل هتل باختر ,False,مشهد,False,moeendarbari,False,1,0,0,0,0,0,0,0
8,8,174ef6fe-70ac-4ed8-a182-b432374dee33,رضایی (مشهد),https://2.fidilio.com/storage/Images/thumbs/1604c7ba-72a0-4e11-985d-2da2fc921a45.jpg,[1],['ایرانی'],36.28805,59.60422,False,8.100000381469727,2,خیابان آخوند خراسانی، جلوتر از میدان گنبد سبز، نرسیده به اخوند خراسانی، ۱۰.۱,False,مشهد,False,rezaei_mashhad,False,1,0,0,0,0,0,0,0
9,9,a9392fdd-3d58-4244-b968-07685e8c6746,نارمک,https://2.fidilio.com/storage/images/thumbs/a9392fdd-3d58-4244-b968-07685e8c6746_0.jpg,[1],['ایرانی'],36.2961121,59.57443,False,7.400000095367432,2,مشهد،احمداباد مقابل هتل هما،سالن طبقه بالا,False,مشهد,False,narmakmashhad,False,1,0,0,0,0,0,0,0
10,10,c498ab68-2cd7-49a7-9e90-4669d4e437ac,آل رضا (مشهد),https://2.fidilio.com/storage/images/thumbs/c498ab68-2cd7-49a7-9e90-4669d4e437ac_0.jpg,[1],['ایرانی'],36.32385,59.5731773,False,2.4,1,بلوار فردوسی، نبش فردوسی 2,False,مشهد,False,alrezamashhad,False,1,0,0,0,0,0,0,0
11,11,25289ce9-f5b0-49e3-8084-bbfc8e5afe10,احسان (مشهد),https://2.fidilio.com/storage/images/thumbs/25289ce9-f5b0-49e3-8084-bbfc8e5afe10_0.jpg,[1],['ایرانی'],36.2964,59.57389,False,6.0,2,مشهد.خیابان احمد آباد.مقابل هتل هما,False,مشهد,False,ehsanmashhad,False,1,0,0,0,0,0,0,0
12,12,20fa9987-8ac3-4732-9c56-114b5654057d,نبات,https://2.fidilio.com/storage/images/thumbs/20fa9987-8ac3-4732-9c56-114b5654057d_0.jpg,[2],['کافه'],36.30513,59.56786,False,7.800000190734863,2,خیابان سلمان فارسی ، نرسیده به خیابان فلسطین ، نبش صفا,False,مشهد,False,nabaatcafe-mashhad,False,0,1,0,0,0,0,0,0
13,13,b52b4859-ef5d-4ecc-8c8e-7c0ae37563f0,شکر (احمد آباد),https://2.fidilio.com/storage/images/thumbs/b52b4859-ef5d-4ecc-8c8e-7c0ae37563f0_0.jpg,[2],['کافه'],36.29504,59.572998,False,8.300000190734863,2,احمد آباد ، بلوار ملاصدرا ، ملاصدرا 4 ,False,مشهد,False,suger-ahmadabad-mashhad,False,0,1,0,0,0,0,0,0
14,14,f685293f-0cbb-4476-bfa7-80501d0e2b51,بوکافه (مشهد),https://2.fidilio.com/storage/Images/thumbs/68bb574a-e0be-4567-a940-11ae64eb6331.jpg,[2],['کافه'],36.310154,59.5662842,False,8.100000381469727,2,سه راه فلسطین.دستغیب 10,False,مشهد,False,boocafe,False,0,1,0,0,0,0,0,0
15,15,0b6c0b79-815a-4175-82e0-294898de1414,کافه سید هاشمی,https://2.fidilio.com/storage/images/thumbs/0b6c0b79-815a-4175-82e0-294898de1414_0.jpg,[1],['ایرانی'],36.31265,59.56375,False,8.699999809265137,1,سجاد شهر  ، خیابان دستغیب ، بین دستغیب 28 و 30,False,مشهد,False,cafe-seidhashemi-mashhad,False,1,0,0,0,0,0,0,0
16,16,364eb44d-9c8e-4af1-8526-6184e4b9186b,هفت رنگ پلو,https://2.fidilio.com/storage/Images/thumbs/33a7f325-cf37-408e-8093-f6adc1c5f7be.jpg,[1],['ایرانی'],36.28291,59.61163,False,5.199999809265137,2,خیابان امام رضا (ع)، بین امام رضا ۲ و فلکه آب، شماره ۱۸۴، روبروی هتل مشهد,False,مشهد,False,haftrangpolo-mashhad,False,1,0,0,0,0,0,0,0
17,17,c1773da6-1817-477c-91ba-bef1e756e6a6,لیو (مشهد),https://2.fidilio.com/storage/images/thumbs/c1773da6-1817-477c-91ba-bef1e756e6a6_0.jpg,[1],['ایتالیایی'],36.2911835,59.5720253,False,8.100000381469727,3,بلوار احمد آباد ، بلوار ملاصدرا ، نبش ملاصدرا 19,False,مشهد,False,lio-mashhad,False,1,0,0,0,0,0,0,0
18,18,42ab4e3e-76d9-4bfc-82d5-871e5588302f,علی,https://2.fidilio.com/storage/images/thumbs/42ab4e3e-76d9-4bfc-82d5-871e5588302f_0.jpg,[1],['ایرانی'],36.2821465,59.61088,False,7.1,3,خیابان امام رضا ، نبش امام رضا 4 ,False,مشهد,False,ali-mashhad,False,1,0,0,0,0,0,0,0
19,19,e4d8ffc6-15e9-4683-8403-4f217109721f,الماس (مشهد),https://2.fidilio.com/storage/Images/thumbs/3334ffef-5255-4e5f-b77a-c1326d525193.jpg,[1],['ایرانی'],36.28215,59.6109848,False,0.0,2,خیابان امام رضا (ع)، بعد از امام رضا 29,False,مشهد,False,almas_mashhad,False,1,0,0,0,0,0,0,0
20,20,9246a851-c8f0-4348-9045-8e55842d6bdd,ارکیده سیاه,https://2.fidilio.com/storage/Images/thumbs/901d087e-e609-4b86-ab02-0e61cbe03865.jpg,[1],"['مدیترانه ای', 'فرنگی', 'ایتالیایی']",36.3113365,59.5620537,False,0.0,2,بلوار خيام، فرهاد ٢٥,False,مشهد,False,balackorchid-mashhad,False,1,0,0,0,0,0,0,0
21,21,cbcf984a-f95d-4583-9533-03357d6bb488,دو در یک,https://2.fidilio.com/storage/Images/thumbs/2e21b676-fe75-4c09-9ef0-401fdfb804ed.jpg,[1],['پیتزایی'],36.31188,59.5619545,False,0.0,2,ملک آباد، بین فرهاد۲۵و۲۷,False,مشهد,False,pizaa_dodaryek_mashhad,False,1,0,0,0,0,0,0,0
22,22,091fc7a7-502f-4d24-b7d7-eb369c8176a0,خانه پیتزا(مشهد),https://2.fidilio.com/storage/images/thumbs/091fc7a7-502f-4d24-b7d7-eb369c8176a0_0.jpg,[1],['فست فود'],36.31143,59.5618477,False,8.1,2, فرهاد ۲۵ خانه پیتزا,False,مشهد,False,housepizza,False,1,0,0,0,0,0,0,0
23,23,74e04b63-4a6c-45af-9c75-364d2113797e,پسران کریم(مجتمع مروارید),https://2.fidilio.com/storage/images/thumbs/74e04b63-4a6c-45af-9c75-364d2113797e_0.jpg,[1],['ایرانی'],36.3398,59.5868454,False,8.899999618530273,2,انتهای خیام شمالی ، مجتمع مروارید,False,مشهد,False,Pesarankarimmorvarid,False,1,0,0,0,0,0,0,0
24,24,73a4c02b-b42e-45fe-b7c5-07a3113ad19b,پسران کریم  (بلوار سجاد) ,https://2.fidilio.com/storage/images/thumbs/73a4c02b-b42e-45fe-b7c5-07a3113ad19b_0.jpg,[1],['ایرانی'],36.31273,59.5602722,False,9.5,2,بلوارسجاد ، خیابان فرهاد، فرهاد22 ، انتهای کوچه سمت راست,False,مشهد,False,pesaranekarimbolvarsajad,False,1,0,0,0,0,0,0,0
25,25,dea5fd0a-0714-4ae1-b775-2c974fdd9ea0,بی ام و کلاب ,https://2.fidilio.com/storage/images/thumbs/dea5fd0a-0714-4ae1-b775-2c974fdd9ea0_0.jpg,[1],"['فرنگی', 'غذای دریایی']",36.3162727,59.5578728,False,6.300000190734863,2,بلوار سجاد ، چهارراه گلریز ، گلریز 1 ، پلاک 35,False,مشهد,False,BMWclub,False,1,0,0,0,0,0,0,0
26,26,405985ab-ed80-4e65-aa7e-2cc16ebba221,فود فکتوری,https://2.fidilio.com/storage/images/thumbs/405985ab-ed80-4e65-aa7e-2cc16ebba221_0.jpg,[1],['فرنگی'],36.3083344,59.55628,False,7.300000190734863,1,بلوار ملک آباد ، ملک آباد 15 ، هوشیار ,False,مشهد,False,foodfactory-mashhad,False,1,0,0,0,0,0,0,0
27,27,9c7bfe88-2394-4aea-986f-44de0fa834ce,باغ زیتون (ملک آباد),https://2.fidilio.com/storage/images/thumbs/9c7bfe88-2394-4aea-986f-44de0fa834ce_0.jpg,[1],['ایتالیایی'],36.3058167,59.55634,False,7.3,3,بلوار ملک آباد ، ملک آباد 13 ، نبش چهارراه اول ,False,مشهد,False,olivegarden-malekabad,False,1,0,0,0,0,0,0,0
28,28,eaada586-41b1-4acb-ae81-07384b07d9f8,اطلسیه (مشهد),https://2.fidilio.com/storage/images/thumbs/eaada586-41b1-4acb-ae81-07384b07d9f8_0.jpg,[1],"['کبابی', 'ایرانی']",36.34582,59.597847,False,0.0,3,مشهد.بلوار خیام شمالی ، بر بام مجتمع وصال ،جنب الماس شرق,False,مشهد,False,atlasyeh,False,1,0,0,0,0,0,0,0
29,29,081317a1-4e94-4833-9361-9548619759ce,روف گاردن,https://2.fidilio.com/storage/images/thumbs/081317a1-4e94-4833-9361-9548619759ce_0.jpg,[1],['فرنگی'],36.2753563,59.6055946,False,6.7,3,مشهد.بلوار امام رضا - بین امام رضا 26 و 28,False,مشهد,False,rofgarden,False,1,0,0,0,0,0,0,0
30,30,04d2dc41-3d4f-4f3c-9b68-cf90bcec6993,آتریوم,https://2.fidilio.com/storage/images/thumbs/04d2dc41-3d4f-4f3c-9b68-cf90bcec6993_0.jpg,[1],['ایرانی'],36.27527,59.605423,False,5.2,3,خیابان امام رضا,False,مشهد,False,atriom,False,1,0,0,0,0,0,0,0
31,31,3d097d07-75ac-4f14-8876-139d16357e80,کوک,https://2.fidilio.com/storage/images/thumbs/3d097d07-75ac-4f14-8876-139d16357e80_0.jpg,[2],['کافه'],36.31148,59.5547562,False,8.1,2,بلوار خیام ، خیام 10 ، خیابان زنبق ,False,مشهد,False,kook-mashhad,False,0,1,0,0,0,0,0,0
32,32,1e1d7222-2d58-47d9-8670-5e5a0848cfc4,شکر (سجاد),https://2.fidilio.com/storage/images/thumbs/1e1d7222-2d58-47d9-8670-5e5a0848cfc4_0.jpg,[2],['کافه'],36.3184929,59.5537834,False,7.400000095367432,2,بلوار سجاد ، خیابان بهار 2 ، پلاک 8,False,مشهد,False,suger-sajad-mashhad,False,0,1,0,0,0,0,0,0
33,33,8e2e5ed2-17c2-4ad4-8b67-f9f1274d7986,ضیافت (هتل بین المللی قصر طلایی مشهد ),https://2.fidilio.com/storage/images/thumbs/8e2e5ed2-17c2-4ad4-8b67-f9f1274d7986_0.jpg,[1],[],36.2724075,59.6027832,False,8.3,3, خیابان امام رضا (ع)، میدان بسیج -هتل بین المللی قصرطلایی,False,مشهد,False,ziafathotelghasretalayi,False,1,0,0,0,0,0,0,0
34,34,788bfe65-f65c-432d-8eff-a4d808c09f8f,پرستیژvip,https://2.fidilio.com/storage/images/thumbs/788bfe65-f65c-432d-8eff-a4d808c09f8f_0.jpg,[1],"['فرنگی', 'ایرانی']",36.27232,59.6028023,False,8.1,3,خیابان امام رضا (ع)، میدان بسیج -هتل بین المللی قصرطلایی,False,مشهد,False,vipperestizh,False,1,0,0,0,0,0,0,0
35,35,0468c30c-786f-4e42-8963-3f86f1edf7c8,کاما,https://2.fidilio.com/storage/Images/thumbs/b99bdeb3-7493-44ae-b4df-cac66de219eb.jpg,[2],['کافه'],36.28392,59.5651169,False,0.0,2,نبش کوهسنگی ۲۵,False,مشهد,False,comma_mahshad,False,0,1,0,0,0,0,0,0
36,36,75f5925b-ddbd-4434-a616-cf8b18b87d69,تابستانی بارگاه,https://2.fidilio.com/storage/images/thumbs/75f5925b-ddbd-4434-a616-cf8b18b87d69_0.jpg,[1],"['ایرانی', 'فست فود']",36.2722931,59.60319,False,0.0,3,خیابان امام رضا (ع)، میدان بسیج ، هتل بین المللی قصرطلایی,False,مشهد,False,bargah,False,1,0,0,0,0,0,0,0
37,37,3eb243ab-5af4-4e98-bbc8-5f1e19fa1024,ترنم,https://2.fidilio.com/storage/images/thumbs/3eb243ab-5af4-4e98-bbc8-5f1e19fa1024_0.jpg,[1],"['کبابی', 'ایرانی']",36.27195,59.60284,False,8.300000190734863,3,مشهد، خیابان امام رضا (ع)، میدان بسیج -هتل بین المللی قصرطلایی,False,مشهد,False,tarannom,False,1,0,0,0,0,0,0,0
38,38,685355ab-51fa-480f-8912-d6c3e3c8a4b6,ترمه,https://2.fidilio.com/storage/images/thumbs/685355ab-51fa-480f-8912-d6c3e3c8a4b6_0.jpg,[1],"['سفره خانه', 'ایرانی']",36.27195,59.6028748,False,6.699999809265137,3,خیابان امام رضا (ع)، میدان بسیج -هتل بین المللی قصرطلایی,False,مشهد,False,termeh-rest,False,1,0,0,0,0,0,0,0
39,39,6f543e89-6134-42de-bb7c-3300ee27f3fa,زوشا,https://2.fidilio.com/storage/images/thumbs/6f543e89-6134-42de-bb7c-3300ee27f3fa_0.jpg,[1],"['فرنگی', 'ایرانی', 'آسیایی', 'غذای دریایی']",36.27195,59.6029243,False,4.800000190734863,3,خیابان امام رضا (ع)، میدان بسیج -هتل بین المللی قصرطلایی,False,مشهد,False,zosha,False,1,0,0,0,0,0,0,0
40,40,a32fdb2d-ac77-4b15-ba24-a6ab9ae46bef,باغ زیتون (سجاد),https://2.fidilio.com/storage/images/thumbs/a32fdb2d-ac77-4b15-ba24-a6ab9ae46bef_0.jpg,[1],['ایتالیایی'],36.3223877,59.55331,False,7.300000190734863,3,بلوار سجاد ، بهار 10 ، خیابان 10/3,False,مشهد,False,olivegarden-sajad,False,1,0,0,0,0,0,0,0
41,41,8037ebfe-0fbc-427a-bb22-0c9d5747a7e9,فرنی(مشهد),https://2.fidilio.com/storage/images/thumbs/8037ebfe-0fbc-427a-bb22-0c9d5747a7e9_0.jpg,[1],"['فرنگی', 'ایتالیایی']",36.3178749,59.55085,False,7.5,2,مشهد پاساژ ایران زمین طبقه سوم,False,مشهد,False,fereni,False,1,0,0,0,0,0,0,0
42,42,0a4399c2-b819-490f-803e-a4748cf3a55e,میلان,https://2.fidilio.com/storage/Images/thumbs/8b2d3d19-2734-433b-a6d1-e9cac3a7e73d.jpg,[1],['ایتالیایی'],36.31835,59.5507622,False,6.2,2,بلوار سجاد ، بزرگمهر شمالی 2 ، هتل آپارتمان آران - طبقه فوقانی,False,مشهد,False,milanmad,False,1,0,0,0,0,0,0,0
43,43,93c4176c-d258-4935-8fc0-13c95caf795e,کنتاکی بزرگمهر,https://2.fidilio.com/storage/images/thumbs/93c4176c-d258-4935-8fc0-13c95caf795e_0.jpg,[1],['فست فود'],36.31055,59.5482025,False,7.300000190734863,1,مشهد.بلوار ملک آباد، ابتدای خیابان بزرگمهر,False,مشهد,False,bozorgmehr,False,1,0,0,0,0,0,0,0
